"id","age","gender","race","driving_experience","education","income","credit_score","vehicle_ownership","vehicle_year","married","children","postal_code","annual_mileage","vehicle_type","speeding_violations","duis","past_accidents","outcome"
278151,1,1,1,1,3,2,"0.5892665943313239","1.0",0,"0.0","1.0",10238,"16000.0",0,0,0,2,"0.0"
589915,1,1,1,0,0,0,"","0.0",0,"0.0","0.0",32765,"15000.0",0,0,0,0,"1.0"
481388,0,1,1,0,0,1,"0.335178252213134","0.0",0,"0.0","1.0",10238,"12000.0",0,0,0,0,"1.0"
827198,2,1,1,2,3,3,"0.6386684047122491","1.0",0,"1.0","1.0",32765,"8000.0",0,6,0,3,"0.0"
55712,1,0,1,0,2,3,"0.6423132057980685","0.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
748080,1,0,1,1,2,3,"0.7259387452028894","1.0",0,"0.0","0.0",32765,"14000.0",0,1,1,0,"0.0"
877703,1,0,1,1,2,2,"0.5250861267141177","1.0",0,"1.0","1.0",10238,"14000.0",0,1,0,0,"0.0"
402240,3,1,1,0,3,3,"0.4153303916861797","0.0",1,"1.0","1.0",32765,"10000.0",0,0,0,0,"1.0"
623818,2,1,1,2,3,3,"0.6711715088389153","1.0",0,"1.0","1.0",10238,"",0,2,2,2,"0.0"
191449,0,0,1,0,0,1,"0.4192746833461698","1.0",0,"0.0","1.0",10238,"15000.0",0,0,0,0,"1.0"
304034,3,1,1,3,3,3,"0.4543385633149859","1.0",1,"1.0","1.0",10238,"12000.0",0,5,0,6,"0.0"
915799,2,1,1,2,2,2,"0.4377567029047853","1.0",1,"1.0","1.0",10238,"6000.0",0,3,1,8,"0.0"
788184,0,1,1,0,3,2,"","1.0",1,"1.0","1.0",92101,"12000.0",0,0,0,0,"0.0"
580249,3,1,1,3,2,3,"0.5295651241224668","1.0",0,"1.0","1.0",10238,"12000.0",0,3,1,4,"0.0"
166102,2,1,0,2,2,3,"0.5264143768112814","1.0",0,"1.0","1.0",10238,"12000.0",0,2,1,3,"0.0"
455260,1,0,1,1,2,1,"0.3703704548445514","1.0",0,"1.0","1.0",32765,"9000.0",0,1,0,0,"0.0"
137502,2,1,1,2,3,3,"0.4930343474504576","0.0",1,"1.0","1.0",10238,"10000.0",0,3,0,4,"0.0"
147076,0,0,1,0,3,1,"0.3633869168282996","0.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"1.0"
447397,2,1,1,2,3,3,"0.5770224047697959","1.0",1,"0.0","0.0",10238,"17000.0",0,1,0,0,"0.0"
968169,1,0,1,1,2,2,"0.4184594364748849","0.0",0,"0.0","1.0",10238,"12000.0",0,0,0,0,"0.0"
573424,1,0,1,1,0,2,"0.5612213429105586","1.0",0,"0.0","0.0",32765,"12000.0",0,2,0,1,"1.0"
94746,0,1,1,0,0,0,"0.3329839492906544","0.0",0,"0.0","0.0",10238,"15000.0",0,0,0,0,"1.0"
858153,2,1,1,2,3,3,"0.6032046949686207","1.0",0,"1.0","1.0",10238,"8000.0",0,1,0,1,"0.0"
658967,0,0,1,0,3,1,"0.5649717966582063","1.0",1,"0.0","0.0",32765,"14000.0",0,0,0,0,"0.0"
829242,2,1,1,1,0,1,"0.4399253543767155","1.0",0,"1.0","1.0",10238,"10000.0",0,2,0,3,"0.0"
897466,2,0,1,1,3,3,"","1.0",1,"1.0","0.0",32765,"12000.0",0,3,0,1,"0.0"
57521,2,0,1,2,3,3,"0.3961106587270909","1.0",0,"1.0","0.0",10238,"14000.0",0,0,1,0,"0.0"
389871,1,1,1,0,3,3,"0.5364485918496174","1.0",1,"1.0","1.0",10238,"10000.0",0,0,0,0,"0.0"
766476,2,0,1,2,2,0,"0.4283474492507223","0.0",0,"0.0","1.0",10238,"14000.0",0,2,0,0,"0.0"
382122,2,1,1,2,2,2,"","1.0",0,"1.0","1.0",10238,"12000.0",0,3,1,5,"0.0"
37701,1,1,0,1,2,0,"0.3502986756122059","0.0",0,"0.0","1.0",10238,"13000.0",0,0,1,1,"1.0"
678182,0,1,1,0,3,2,"0.5508169075157366","0.0",0,"0.0","0.0",32765,"11000.0",0,0,0,0,"1.0"
357428,2,0,1,1,3,3,"0.6161564595102141","1.0",1,"1.0","1.0",10238,"8000.0",1,1,0,0,"0.0"
16345,0,1,1,0,3,3,"0.7225984079757813","1.0",0,"0.0","0.0",32765,"11000.0",0,0,0,0,"1.0"
380072,1,1,1,0,0,1,"0.3661697993399885","1.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
202978,1,1,1,1,0,1,"0.5822851794425411","1.0",0,"0.0","0.0",10238,"12000.0",0,0,0,4,"0.0"
444245,3,1,0,0,3,3,"0.6137584322972865","0.0",1,"1.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
836104,1,1,1,1,2,2,"0.4595574011249364","1.0",0,"1.0","1.0",10238,"",0,3,1,3,"0.0"
672478,1,1,0,1,3,3,"0.6023013846225884","1.0",0,"1.0","0.0",32765,"11000.0",0,2,0,0,"1.0"
284939,3,0,1,3,3,3,"0.6741638934694225","1.0",1,"1.0","1.0",10238,"13000.0",0,3,0,5,"0.0"
753714,2,0,1,2,3,3,"","0.0",1,"1.0","1.0",10238,"8000.0",0,1,2,1,"0.0"
385568,2,0,1,2,0,2,"0.5359217109364904","1.0",0,"1.0","1.0",32765,"9000.0",1,3,0,1,"0.0"
769261,1,0,1,1,2,3,"0.5689390308399636","1.0",1,"1.0","1.0",10238,"9000.0",0,0,0,1,"0.0"
559890,2,0,1,0,3,3,"0.7666604791991664","1.0",0,"0.0","1.0",32765,"11000.0",0,0,0,0,"1.0"
326316,2,0,1,2,3,3,"0.8147964340698576","1.0",1,"1.0","1.0",32765,"8000.0",0,3,0,1,"0.0"
626735,0,0,1,0,3,1,"","1.0",0,"0.0","0.0",32765,"13000.0",0,0,0,0,"0.0"
574525,0,0,1,0,2,0,"0.2397431027218714","0.0",0,"0.0","0.0",10238,"19000.0",0,0,0,0,"1.0"
44924,2,1,1,1,3,3,"0.6619768318362518","1.0",1,"1.0","1.0",10238,"8000.0",0,0,0,1,"0.0"
877892,2,0,1,0,2,3,"0.7044732697996905","1.0",1,"0.0","1.0",10238,"8000.0",0,0,0,0,"0.0"
790141,2,1,1,1,3,2,"0.4252740519253045","0.0",0,"0.0","0.0",10238,"12000.0",0,2,0,0,"1.0"
892723,1,0,1,1,3,3,"0.4878230368490386","1.0",0,"1.0","1.0",32765,"",0,4,2,0,"0.0"
236395,1,0,1,1,0,0,"0.2880436023985726","0.0",0,"0.0","1.0",10238,"16000.0",0,1,0,1,"0.0"
856269,2,1,1,2,3,2,"0.4433163492804039","1.0",0,"1.0","1.0",92101,"11000.0",0,2,0,2,"0.0"
840085,1,0,1,1,2,2,"","0.0",0,"1.0","0.0",10238,"11000.0",0,2,0,0,"1.0"
979902,0,0,1,0,2,0,"0.4597597327563366","1.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"0.0"
486182,0,0,1,0,2,0,"0.3893812087842038","0.0",0,"0.0","1.0",10238,"",0,0,0,0,"1.0"
734217,3,1,1,3,3,3,"0.5864390926529277","1.0",0,"1.0","1.0",10238,"9000.0",0,3,2,5,"0.0"
103367,2,1,1,2,0,2,"0.5972652576753138","1.0",0,"1.0","1.0",10238,"13000.0",0,4,1,2,"0.0"
946258,3,0,1,1,3,3,"0.6550240064494428","1.0",0,"1.0","1.0",10238,"9000.0",0,1,0,2,"0.0"
108490,0,1,1,0,0,0,"0.481095464318813","1.0",0,"0.0","0.0",10238,"17000.0",0,0,0,0,"1.0"
35975,0,1,1,0,3,2,"0.4401334295045821","1.0",1,"0.0","0.0",10238,"15000.0",0,0,0,0,"0.0"
286318,2,0,1,2,3,2,"0.5268062926565421","0.0",1,"1.0","0.0",10238,"15000.0",0,0,0,3,"0.0"
333970,2,1,1,2,3,2,"0.5159345016123729","1.0",1,"0.0","1.0",10238,"13000.0",0,0,0,2,"0.0"
145697,3,1,1,0,3,3,"0.3727413985220319","1.0",0,"1.0","1.0",32765,"6000.0",0,0,0,0,"1.0"
819196,3,1,1,0,0,2,"0.658222371703196","0.0",0,"1.0","1.0",32765,"",1,0,0,0,"1.0"
826708,1,1,0,1,3,3,"0.5263058774047339","1.0",1,"0.0","0.0",10238,"14000.0",0,3,0,0,"0.0"
334482,0,0,0,0,0,1,"0.3987767871796487","0.0",0,"0.0","0.0",10238,"15000.0",0,0,0,0,"1.0"
803266,1,0,1,0,2,3,"0.7120225483789888","1.0",0,"0.0","0.0",32765,"15000.0",0,0,0,0,"1.0"
636203,0,1,1,0,3,1,"0.5101284382203101","1.0",1,"0.0","0.0",10238,"",0,0,0,0,"0.0"
310760,0,1,0,0,2,0,"","0.0",0,"0.0","0.0",32765,"11000.0",0,0,0,0,"1.0"
19261,0,0,1,0,2,1,"0.3242128570443056","1.0",0,"0.0","0.0",10238,"11000.0",0,0,0,0,"0.0"
291075,2,1,1,2,3,3,"0.5261674021492678","1.0",0,"0.0","1.0",10238,"12000.0",1,1,0,3,"0.0"
433426,0,0,0,0,2,1,"0.2278673119725114","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
289772,2,1,1,0,0,1,"0.4296872807233908","1.0",0,"1.0","1.0",10238,"10000.0",0,0,0,0,"0.0"
927179,2,0,1,1,0,0,"0.3276112232724698","0.0",0,"0.0","1.0",10238,"13000.0",0,0,1,0,"1.0"
976974,0,0,1,0,2,2,"0.5163833193499547","1.0",0,"1.0","0.0",32765,"6000.0",0,0,0,0,"0.0"
615312,1,0,1,1,2,3,"0.6675115716369286","1.0",0,"0.0","1.0",10238,"10000.0",0,0,0,1,"0.0"
456321,2,0,1,0,0,0,"0.417725758286916","0.0",0,"0.0","1.0",10238,"9000.0",0,0,0,0,"1.0"
856856,0,0,0,0,2,2,"0.5103623811143531","1.0",0,"0.0","1.0",10238,"",0,0,0,0,"1.0"
775,3,0,1,3,3,3,"0.7117532279720963","1.0",0,"1.0","1.0",10238,"10000.0",0,2,0,0,"0.0"
620196,2,1,1,2,2,3,"0.6018666157702437","1.0",0,"1.0","1.0",10238,"9000.0",0,1,0,3,"0.0"
510560,1,0,0,1,0,1,"0.4092884350839005","1.0",0,"0.0","0.0",10238,"13000.0",0,1,0,0,"0.0"
631945,3,1,1,1,3,3,"0.7184007432140638","1.0",1,"1.0","1.0",10238,"8000.0",0,2,0,1,"0.0"
457682,0,0,1,0,2,0,"0.2877500132860095","0.0",0,"0.0","0.0",10238,"10000.0",0,0,0,0,"0.0"
646956,1,1,1,0,3,2,"","1.0",0,"1.0","1.0",32765,"",0,0,0,0,"1.0"
202964,1,1,1,1,2,0,"0.3759100588244699","0.0",1,"1.0","1.0",10238,"8000.0",0,0,1,2,"0.0"
2375,1,1,1,1,2,2,"0.3968410195135481","0.0",0,"0.0","0.0",10238,"13000.0",0,0,1,0,"1.0"
849470,0,0,0,0,0,0,"0.3437975144778142","0.0",0,"0.0","1.0",32765,"",0,0,0,0,"0.0"
730415,1,0,1,0,3,2,"0.4761858212677493","1.0",0,"0.0","1.0",10238,"12000.0",1,0,0,0,"0.0"
749543,0,0,1,0,3,1,"0.4491576896423744","1.0",0,"0.0","0.0",10238,"15000.0",1,0,0,0,"0.0"
930990,1,0,1,1,2,2,"0.4637010602419435","1.0",1,"0.0","0.0",10238,"16000.0",0,0,0,0,"0.0"
455333,0,0,1,0,2,2,"0.6672969565631758","0.0",1,"1.0","1.0",32765,"9000.0",0,0,0,0,"0.0"
738554,0,0,1,0,0,0,"0.2284575219722873","1.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"0.0"
378210,1,0,1,0,0,0,"0.4548222032963962","0.0",0,"0.0","0.0",32765,"9000.0",0,0,0,0,"1.0"
772502,0,1,1,0,0,0,"0.2716129810741211","0.0",0,"0.0","1.0",10238,"14000.0",0,0,0,0,"1.0"
994772,2,1,1,2,2,2,"0.5723973007903935","1.0",0,"1.0","1.0",10238,"10000.0",0,3,0,1,"0.0"
881849,2,1,1,2,2,2,"0.4584332708673702","1.0",0,"0.0","1.0",10238,"13000.0",0,1,0,2,"0.0"
39296,1,0,1,0,2,2,"0.4611083027459475","1.0",1,"1.0","1.0",32765,"9000.0",0,0,0,0,"0.0"
22154,1,1,1,0,2,2,"","1.0",0,"0.0","1.0",10238,"9000.0",0,0,0,0,"1.0"
603433,2,1,1,1,0,3,"0.5835233024083778","1.0",0,"0.0","1.0",32765,"11000.0",0,0,1,0,"1.0"
882026,2,0,1,2,2,1,"0.3236713091433241","0.0",0,"0.0","1.0",10238,"14000.0",0,2,1,1,"0.0"
238126,2,1,1,0,3,3,"0.502503312527169","1.0",1,"0.0","1.0",32765,"7000.0",0,0,0,0,"0.0"
167407,2,0,1,2,2,2,"","1.0",0,"1.0","1.0",10238,"9000.0",0,2,1,1,"0.0"
110747,2,0,1,1,3,3,"0.5366328650238356","1.0",0,"1.0","0.0",10238,"9000.0",0,0,0,3,"0.0"
894434,2,0,1,2,3,3,"","1.0",0,"1.0","1.0",10238,"8000.0",0,0,0,2,"0.0"
402988,1,0,1,1,3,3,"0.7417184644820252","1.0",1,"1.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
428757,2,0,1,2,2,1,"0.4102782601859696","1.0",0,"0.0","1.0",10238,"",1,0,0,2,"0.0"
65338,3,1,1,3,2,3,"0.6129604938167941","1.0",1,"0.0","1.0",10238,"16000.0",0,3,0,1,"0.0"
322984,3,0,1,0,3,3,"0.6785547828102435","1.0",1,"0.0","1.0",32765,"13000.0",0,0,0,0,"0.0"
124236,1,0,1,1,2,1,"0.5140972426455589","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
245004,2,1,1,1,3,3,"0.7351283436011039","1.0",0,"0.0","1.0",10238,"11000.0",0,3,1,0,"0.0"
942949,3,1,1,1,3,3,"0.4678288191596727","1.0",0,"0.0","1.0",32765,"8000.0",0,4,1,0,"0.0"
877595,0,1,1,0,3,2,"0.7184794895957197","1.0",0,"0.0","1.0",32765,"15000.0",0,0,0,0,"1.0"
623455,0,0,1,0,3,1,"0.5467329780323261","1.0",0,"0.0","0.0",10238,"12000.0",0,0,0,0,"1.0"
138425,3,1,1,0,3,2,"0.4910372690145043","1.0",0,"0.0","1.0",10238,"12000.0",0,0,0,0,"1.0"
176180,3,0,1,2,3,3,"0.7533420090230535","1.0",0,"1.0","1.0",92101,"",0,1,0,0,"0.0"
125702,2,1,1,2,3,3,"0.5119806243563929","0.0",1,"1.0","1.0",32765,"9000.0",0,7,3,0,"0.0"
911755,2,0,1,2,3,2,"0.4471842921249161","1.0",0,"0.0","0.0",10238,"16000.0",0,1,1,2,"1.0"
297583,3,1,1,2,3,3,"0.764296108156162","1.0",0,"0.0","1.0",10238,"14000.0",0,3,0,3,"0.0"
351854,1,1,1,1,2,3,"0.5492042682629945","1.0",1,"0.0","1.0",10238,"14000.0",0,0,0,3,"0.0"
908318,1,1,1,1,2,0,"0.4397172411112439","0.0",0,"1.0","0.0",10238,"11000.0",0,1,0,1,"1.0"
350712,3,0,1,2,3,3,"","1.0",0,"1.0","1.0",32765,"",0,8,0,0,"0.0"
801470,2,0,1,1,0,2,"0.5162483226846594","1.0",0,"1.0","0.0",10238,"15000.0",0,0,1,1,"1.0"
843505,1,0,1,1,0,1,"0.2730802145626825","1.0",1,"1.0","1.0",10238,"11000.0",0,0,0,3,"0.0"
74575,1,1,1,1,0,1,"0.2095867357182056","0.0",1,"1.0","0.0",10238,"16000.0",0,1,0,0,"0.0"
670220,0,0,1,0,3,3,"0.6140833644712265","1.0",0,"0.0","1.0",10238,"11000.0",1,0,0,0,"0.0"
441379,2,1,0,2,3,3,"0.4281630460871221","1.0",1,"1.0","1.0",10238,"",0,3,0,4,"0.0"
551000,2,1,1,2,3,3,"0.6249151692479712","1.0",1,"0.0","1.0",10238,"12000.0",0,2,0,1,"0.0"
741897,0,1,1,0,3,1,"0.3235317279702856","1.0",0,"0.0","0.0",32765,"13000.0",0,0,0,0,"1.0"
483174,1,1,1,0,3,3,"0.4801721956073917","1.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
131420,1,1,1,0,2,3,"0.5628882788617214","1.0",0,"0.0","1.0",32765,"8000.0",0,0,0,0,"1.0"
271098,0,0,1,0,2,0,"0.3592160443049964","0.0",0,"1.0","1.0",32765,"6000.0",0,0,0,0,"0.0"
511051,1,1,1,1,0,1,"0.5543453228047174","1.0",0,"0.0","0.0",32765,"11000.0",0,1,2,2,"0.0"
217086,1,0,1,1,2,3,"0.5835763192486061","1.0",0,"1.0","0.0",10238,"",0,0,0,0,"0.0"
280474,3,1,1,3,2,3,"0.5167975603816402","1.0",0,"1.0","1.0",10238,"",0,3,0,3,"0.0"
985811,3,1,1,3,3,3,"0.6012662894827044","1.0",0,"1.0","1.0",10238,"10000.0",0,12,1,1,"0.0"
85826,0,1,1,0,2,0,"0.3846421210625193","0.0",0,"1.0","1.0",32765,"7000.0",0,0,0,0,"1.0"
733410,0,0,1,0,0,0,"0.3989693971730201","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
701507,3,0,1,0,3,3,"0.6595566695934808","1.0",0,"1.0","1.0",10238,"10000.0",0,0,0,0,"0.0"
760210,1,1,1,0,3,3,"0.5264201359447848","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
420204,2,1,1,2,3,3,"0.7459522237963077","1.0",0,"1.0","1.0",10238,"9000.0",0,2,0,3,"0.0"
856867,2,0,1,0,3,2,"0.5593426171631724","0.0",1,"1.0","1.0",10238,"12000.0",0,0,0,0,"0.0"
942441,1,0,0,1,2,1,"","0.0",1,"0.0","0.0",10238,"15000.0",0,1,0,0,"0.0"
899785,2,1,1,2,2,2,"0.4837317247696164","1.0",1,"1.0","1.0",10238,"8000.0",0,1,0,6,"0.0"
303538,1,0,1,1,2,1,"","1.0",0,"0.0","1.0",10238,"13000.0",0,0,1,2,"0.0"
981019,1,0,1,1,2,2,"0.4592168939388092","1.0",0,"0.0","1.0",32765,"",0,1,1,1,"0.0"
3396,2,0,0,2,0,1,"0.4001777578861137","1.0",1,"0.0","1.0",21217,"11000.0",0,1,0,1,"1.0"
442295,0,0,1,0,3,0,"0.4290269042286189","0.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"1.0"
860165,1,1,1,1,0,2,"0.5899730349102439","0.0",0,"0.0","1.0",10238,"9000.0",0,1,0,0,"1.0"
3643,0,1,1,0,2,0,"0.3277602763703803","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
732109,1,1,1,1,0,0,"0.3713486447309336","0.0",0,"0.0","1.0",10238,"13000.0",0,2,0,0,"1.0"
99083,0,1,0,0,0,0,"0.4248113800749469","0.0",0,"0.0","1.0",32765,"",0,0,0,0,"1.0"
906608,3,0,1,0,3,3,"0.5474920377636142","1.0",1,"0.0","1.0",32765,"9000.0",0,0,0,0,"0.0"
393826,2,1,0,2,3,2,"0.4411942138622648","1.0",1,"1.0","1.0",10238,"12000.0",0,2,0,1,"0.0"
189740,1,0,1,1,2,2,"0.5817211016124444","0.0",0,"1.0","0.0",32765,"13000.0",0,2,0,0,"0.0"
532841,1,1,1,1,3,2,"0.5338073973882299","1.0",0,"0.0","0.0",32765,"14000.0",0,1,0,2,"1.0"
853929,3,1,1,0,2,3,"0.5514128274320477","1.0",1,"1.0","1.0",10238,"9000.0",0,0,0,0,"0.0"
43773,3,1,0,3,3,3,"0.352051802438166","1.0",1,"0.0","1.0",10238,"11000.0",0,1,0,3,"0.0"
908373,1,0,1,1,3,2,"","0.0",1,"0.0","1.0",32765,"13000.0",0,1,1,0,"0.0"
748793,2,1,1,0,3,3,"0.5185680321634177","0.0",1,"0.0","1.0",10238,"10000.0",0,0,0,0,"1.0"
664908,3,1,1,2,2,3,"0.7787343270386715","1.0",0,"1.0","1.0",10238,"9000.0",0,4,0,4,"0.0"
119593,0,0,0,0,0,0,"0.3847612768204737","0.0",0,"0.0","0.0",10238,"16000.0",1,0,0,0,"0.0"
966113,0,0,1,0,0,0,"0.5131630001638587","0.0",0,"1.0","0.0",10238,"13000.0",0,0,0,0,"1.0"
89090,1,1,1,1,2,3,"0.6826905787793902","0.0",1,"0.0","0.0",10238,"15000.0",0,0,0,2,"0.0"
931351,3,0,1,3,3,3,"0.6952954138630036","0.0",1,"1.0","1.0",92101,"11000.0",0,1,0,1,"0.0"
538716,1,1,1,1,2,1,"0.337636945769008","1.0",0,"0.0","0.0",10238,"15000.0",0,1,1,1,"0.0"
812013,0,0,1,0,3,2,"0.5543324832516767","1.0",1,"0.0","0.0",32765,"13000.0",0,0,0,0,"1.0"
901354,2,1,1,2,3,3,"0.7143433490721784","1.0",1,"0.0","1.0",10238,"",0,2,0,3,"0.0"
736366,3,0,1,3,3,3,"0.5666769166615836","1.0",0,"1.0","1.0",10238,"9000.0",0,5,1,1,"0.0"
915178,2,1,1,2,2,3,"","1.0",0,"1.0","1.0",10238,"",0,3,1,5,"0.0"
496206,2,1,1,2,3,3,"0.6792241704003094","1.0",1,"0.0","1.0",10238,"11000.0",0,2,1,6,"0.0"
263890,2,0,1,2,2,3,"0.6735746205526248","1.0",1,"1.0","1.0",10238,"10000.0",0,1,0,2,"0.0"
373953,3,1,1,0,3,3,"0.4857196085460185","1.0",0,"1.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
412526,1,1,1,0,3,3,"0.6182853533570225","1.0",1,"1.0","0.0",92101,"14000.0",0,0,0,0,"1.0"
868060,3,0,1,3,2,2,"0.6272582619884957","0.0",0,"0.0","0.0",10238,"14000.0",0,2,0,3,"0.0"
748392,2,0,1,2,2,3,"","1.0",0,"1.0","1.0",10238,"13000.0",0,0,1,1,"0.0"
629030,1,0,1,0,3,2,"0.4851476729277822","1.0",0,"0.0","1.0",10238,"12000.0",1,0,0,0,"1.0"
902206,2,1,1,2,3,2,"0.3439533598074643","0.0",0,"1.0","1.0",10238,"10000.0",0,1,0,6,"0.0"
586895,3,1,1,2,2,2,"0.4213456534000116","0.0",1,"0.0","1.0",10238,"11000.0",0,2,0,2,"0.0"
611126,0,1,1,0,2,0,"0.4298725443095585","1.0",0,"0.0","1.0",32765,"",0,0,0,0,"1.0"
432813,0,0,1,0,2,1,"0.4625574363413208","1.0",0,"1.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
412666,3,0,1,2,2,3,"0.5986464420361814","1.0",1,"1.0","1.0",10238,"9000.0",0,6,0,6,"0.0"
41838,1,1,1,0,2,3,"","1.0",0,"1.0","0.0",10238,"12000.0",0,0,0,0,"1.0"
158333,3,0,1,3,2,3,"0.5817975203419883","1.0",1,"1.0","1.0",10238,"",0,2,0,5,"0.0"
857882,3,0,1,3,3,3,"0.5054256303588411","1.0",0,"1.0","1.0",10238,"9000.0",0,4,1,0,"0.0"
169712,2,0,1,0,2,3,"0.5723946620910344","1.0",0,"1.0","0.0",10238,"11000.0",0,0,0,0,"0.0"
805808,1,0,1,1,3,2,"0.4153851993182952","1.0",0,"1.0","1.0",10238,"12000.0",0,0,0,1,"0.0"
870736,2,1,1,1,3,3,"","1.0",0,"1.0","1.0",10238,"13000.0",0,2,0,0,"0.0"
382504,3,0,1,1,2,3,"0.5277511095120083","1.0",1,"1.0","1.0",32765,"13000.0",0,0,0,0,"0.0"
800261,1,0,1,1,2,1,"0.3243949378636534","1.0",0,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
457638,2,0,1,0,2,3,"0.6628379984244296","1.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
463739,1,1,1,1,3,2,"0.5913065168138344","1.0",0,"1.0","0.0",10238,"",0,1,0,1,"0.0"
854896,2,1,1,2,2,3,"0.5663523680912346","1.0",1,"1.0","1.0",10238,"",0,2,1,1,"0.0"
594430,2,0,1,1,3,3,"0.7697278517391074","1.0",1,"1.0","1.0",10238,"11000.0",0,2,0,0,"0.0"
793952,1,0,1,1,3,2,"0.6464070899737208","1.0",0,"0.0","1.0",32765,"9000.0",0,4,0,1,"1.0"
20645,2,0,1,2,3,3,"0.6553512480035613","1.0",1,"1.0","1.0",92101,"10000.0",0,1,0,0,"0.0"
934316,1,1,1,1,2,1,"","1.0",0,"1.0","1.0",32765,"",0,1,0,1,"0.0"
708649,1,0,1,1,0,1,"0.4692142872658621","1.0",0,"0.0","1.0",10238,"14000.0",0,1,0,1,"0.0"
830889,1,0,1,1,2,3,"0.6947694134154674","1.0",0,"1.0","1.0",10238,"12000.0",0,1,0,0,"0.0"
724739,2,1,1,0,3,3,"0.6775390802967439","1.0",1,"1.0","1.0",32765,"11000.0",1,0,0,0,"0.0"
33697,1,1,1,1,0,0,"0.4530972145117041","0.0",0,"0.0","0.0",92101,"18000.0",0,3,0,1,"1.0"
846107,3,1,1,3,3,3,"0.4657300499016511","1.0",0,"1.0","0.0",10238,"",0,1,0,2,"0.0"
285038,1,0,1,0,3,2,"0.4703683576848383","1.0",1,"0.0","0.0",10238,"",0,0,0,0,"0.0"
435205,3,0,1,3,3,3,"0.7221818449302557","1.0",1,"1.0","1.0",10238,"11000.0",0,2,0,1,"0.0"
548242,0,1,1,0,2,1,"","1.0",0,"0.0","1.0",32765,"10000.0",0,0,0,0,"1.0"
496098,3,0,1,0,2,3,"0.6544694768557214","1.0",1,"1.0","1.0",10238,"11000.0",0,0,0,0,"0.0"
20669,0,0,1,0,2,0,"0.3950115862707416","0.0",0,"0.0","1.0",10238,"14000.0",0,0,0,0,"1.0"
527774,0,0,1,0,2,1,"0.5183938639703694","1.0",1,"0.0","0.0",10238,"16000.0",0,0,0,0,"0.0"
404128,3,1,1,3,3,3,"0.6609260399515023","1.0",0,"1.0","1.0",32765,"10000.0",0,15,1,4,"0.0"
439480,2,1,1,2,2,2,"0.5532710588297743","1.0",0,"0.0","0.0",10238,"12000.0",0,1,3,1,"0.0"
694711,1,1,1,1,3,3,"0.4366893788831464","0.0",0,"0.0","0.0",32765,"",0,3,0,3,"1.0"
621010,0,1,1,0,2,0,"0.3627913211631439","0.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
225261,1,0,1,1,3,3,"","1.0",1,"0.0","1.0",10238,"13000.0",0,0,0,0,"0.0"
353690,3,0,1,3,2,3,"0.7849182244108481","0.0",0,"0.0","0.0",10238,"18000.0",0,0,0,2,"0.0"
112838,0,1,1,0,0,0,"0.4011660534038928","1.0",0,"0.0","0.0",10238,"11000.0",0,0,0,0,"0.0"
190804,1,0,1,0,2,1,"0.3339028271934227","0.0",0,"0.0","1.0",10238,"10000.0",0,0,0,0,"1.0"
663470,1,0,1,1,0,0,"0.2578544935681773","0.0",0,"0.0","0.0",32765,"15000.0",0,0,0,0,"1.0"
629803,0,0,1,0,2,0,"0.2971256597689672","0.0",0,"0.0","0.0",10238,"14000.0",0,0,0,0,"1.0"
84243,1,1,1,0,2,2,"0.4402008550887251","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
899894,1,1,1,1,2,0,"0.2453077144694729","0.0",0,"0.0","0.0",10238,"16000.0",0,0,0,0,"1.0"
904040,3,0,1,3,3,3,"","1.0",1,"1.0","1.0",10238,"10000.0",0,4,0,11,"0.0"
758470,2,1,1,2,3,3,"0.7106302968316526","1.0",1,"1.0","1.0",10238,"11000.0",0,5,1,3,"0.0"
85051,3,1,1,3,3,3,"0.5568429555475324","1.0",0,"1.0","1.0",32765,"",0,5,1,0,"0.0"
517351,2,0,1,0,0,2,"0.5321389282217026","0.0",0,"0.0","1.0",10238,"10000.0",0,0,0,0,"0.0"
836974,2,0,1,1,2,3,"","1.0",1,"1.0","1.0",10238,"13000.0",0,1,0,1,"0.0"
